"Atom number","Rang","Delta P"
"9","1","0.564"
"6","2","0.501"
"13","3","0.187"
"16","4","0.187"
"7","5","0.050"
"23","6","0.031"
"19","7","-0.036"
"30","8","-0.036"
"28","9","-0.051"
"12","10","-0.061"
"17","11","-0.061"
"18","12","-0.078"
"31","13","-0.078"
"8","14","-0.132"
"1","15","-0.162"
"29","16","-0.170"
"27","17","-0.200"
"4","18","-0.259"
"3","19","-0.284"
"24","20","-0.343"
"2","21","-0.354"
"14","22","-0.363"
"15","23","-0.381"
"20","24","-0.411"
"11","25","-0.423"
"10","26","-0.425"
"22","27","-0.482"
"25","28","-0.482"
"26","29","-0.509"
"5","30","-0.524"
"21","31","-0.535"
