"Atom number","Rang","Delta P"
"8","1","0.471"
"3","2","0.283"
"21","3","0.277"
"2","4","0.148"
"1","5","0.067"
"5","6","0.023"
"10","7","-0.046"
"28","8","-0.046"
"4","9","-0.113"
"6","10","-0.120"
"9","11","-0.185"
"29","12","-0.185"
"22","13","-0.218"
"23","14","-0.218"
"24","15","-0.218"
"18","16","-0.239"
"17","17","-0.262"
"7","18","-0.317"
"13","19","-0.325"
"20","20","-0.352"
"26","21","-0.352"
"15","22","-0.354"
"27","23","-0.357"
"19","24","-0.457"
"14","25","-0.480"
"11","26","-0.517"
"12","27","-0.557"
"25","28","-0.617"
"16","29","-0.686"
