"Atom number","Rang","Delta P"
"1","1","0.718"
"10","2","0.143"
"7","3","0.117"
"8","4","0.090"
"9","5","-0.002"
"15","6","-0.053"
"18","7","-0.342"
"21","8","-0.342"
"24","9","-0.342"
"4","10","-0.371"
"27","11","-0.371"
"20","12","-0.374"
"17","13","-0.514"
"23","14","-0.563"
"14","15","-0.584"
"12","16","-0.598"
"5","17","-0.640"
"26","18","-0.640"
"3","19","-0.649"
"13","20","-0.824"
"19","21","-0.830"
"22","22","-0.830"
"25","23","-0.830"
"16","24","-0.838"
"6","25","-0.879"
"11","26","-0.938"
"2","27","-0.945"
