"Atom number","Rang","Delta P"
"7","1","0.029"
"12","2","-0.101"
"5","3","-0.121"
"11","4","-0.127"
"27","5","-0.168"
"15","6","-0.169"
"29","7","-0.186"
"31","8","-0.186"
"17","9","-0.199"
"19","10","-0.199"
"9","11","-0.202"
"13","12","-0.208"
"4","13","-0.213"
"6","14","-0.238"
"24","15","-0.296"
"18","16","-0.300"
"30","17","-0.307"
"32","18","-0.307"
"10","19","-0.376"
"25","20","-0.376"
"20","21","-0.398"
"21","22","-0.399"
"3","23","-0.432"
"33","24","-0.499"
"34","25","-0.504"
"28","26","-0.523"
"22","27","-0.525"
"23","28","-0.525"
"16","29","-0.530"
"14","30","-0.566"
"1","31","-0.588"
"35","32","-0.589"
"36","33","-0.589"
"37","34","-0.589"
"8","35","-0.604"
"2","36","-0.721"
"26","37","-0.815"
