"Atom number","Rang","Delta P"
"30","1","0.072"
"5","2","0.028"
"28","3","0.028"
"3","4","0.017"
"8","5","-0.047"
"25","6","-0.056"
"11","7","-0.059"
"15","8","-0.059"
"24","9","-0.074"
"1","10","-0.076"
"13","11","-0.114"
"7","12","-0.124"
"23","13","-0.132"
"31","14","-0.134"
"27","15","-0.152"
"6","16","-0.156"
"9","17","-0.167"
"2","18","-0.209"
"29","19","-0.220"
"4","20","-0.221"
"20","21","-0.237"
"26","22","-0.242"
"12","23","-0.264"
"17","24","-0.356"
"10","25","-0.388"
"19","26","-0.429"
"21","27","-0.429"
"18","28","-0.439"
"22","29","-0.439"
"16","30","-0.445"
"14","31","-0.562"
