"Atom number","Rang","Delta P"
"31","1","0.876"
"30","2","0.479"
"18","3","0.206"
"26","4","-0.062"
"9","5","-0.124"
"5","6","-0.227"
"14","7","-0.227"
"25","8","-0.310"
"10","9","-0.400"
"11","10","-0.400"
"12","11","-0.400"
"6","12","-0.416"
"13","13","-0.416"
"17","14","-0.442"
"3","15","-0.485"
"24","16","-0.516"
"29","17","-0.528"
"7","18","-0.568"
"20","19","-0.575"
"2","20","-0.577"
"27","21","-0.584"
"1","22","-0.625"
"16","23","-0.660"
"8","24","-0.703"
"4","25","-0.802"
"15","26","-0.803"
"22","27","-0.907"
"21","28","-0.919"
"19","29","-0.960"
"23","30","-0.966"
"28","31","-0.968"
