"Atom number","Rang","Delta P"
"27","1","0.577"
"40","2","0.236"
"4","3","0.138"
"6","4","0.131"
"5","5","0.064"
"39","6","0.060"
"23","7","0.054"
"26","8","0.027"
"52","9","0.026"
"37","10","-0.032"
"28","11","-0.054"
"17","12","-0.065"
"45","13","-0.103"
"9","14","-0.119"
"16","15","-0.127"
"18","16","-0.127"
"10","17","-0.158"
"29","18","-0.161"
"30","19","-0.184"
"24","20","-0.189"
"41","21","-0.189"
"35","22","-0.200"
"55","23","-0.200"
"11","24","-0.205"
"44","25","-0.212"
"15","26","-0.222"
"19","27","-0.222"
"25","28","-0.253"
"2","29","-0.263"
"32","30","-0.280"
"53","31","-0.280"
"34","32","-0.340"
"56","33","-0.340"
"50","34","-0.362"
"36","35","-0.444"
"33","36","-0.450"
"49","37","-0.472"
"46","38","-0.474"
"1","39","-0.486"
"13","40","-0.502"
"31","41","-0.506"
"48","42","-0.520"
"8","43","-0.521"
"38","44","-0.531"
"51","45","-0.547"
"42","46","-0.563"
"43","47","-0.587"
"14","48","-0.588"
"3","49","-0.593"
"54","50","-0.601"
"47","51","-0.620"
"20","52","-0.645"
"21","53","-0.652"
"12","54","-0.669"
"7","55","-0.724"
"22","56","-0.733"
