"Atom number","Rang","Delta P"
"60","1","0.548"
"67","2","0.448"
"68","3","0.436"
"47","4","0.355"
"7","5","0.237"
"27","6","0.237"
"37","7","0.234"
"23","8","0.192"
"36","9","0.185"
"3","10","0.168"
"56","11","0.162"
"55","12","0.124"
"41","13","0.116"
"26","14","0.086"
"40","15","0.084"
"42","16","0.084"
"63","17","0.084"
"4","18","0.082"
"16","19","0.082"
"24","20","0.082"
"48","21","0.082"
"35","22","0.075"
"9","23","0.052"
"29","24","0.052"
"6","25","0.050"
"25","26","0.050"
"65","27","0.043"
"33","28","0.019"
"61","29","0.017"
"18","30","0.003"
"19","31","0.003"
"5","32","-0.002"
"66","33","-0.045"
"54","34","-0.072"
"39","35","-0.076"
"43","36","-0.076"
"69","37","-0.110"
"11","38","-0.115"
"31","39","-0.115"
"34","40","-0.128"
"57","41","-0.129"
"22","42","-0.132"
"46","43","-0.137"
"17","44","-0.142"
"2","45","-0.163"
"62","46","-0.163"
"10","47","-0.166"
"30","48","-0.166"
"38","49","-0.166"
"64","50","-0.167"
"15","51","-0.179"
"21","52","-0.182"
"32","53","-0.186"
"44","54","-0.217"
"45","55","-0.217"
"49","56","-0.228"
"59","57","-0.231"
"14","58","-0.238"
"1","59","-0.245"
"8","60","-0.274"
"28","61","-0.274"
"20","62","-0.323"
"13","63","-0.397"
"12","64","-0.398"
"50","65","-0.409"
"51","66","-0.493"
"53","67","-0.503"
"52","68","-0.550"
"58","69","-0.575"
