"Atom number","Rang","Delta P"
"5","1","0.538"
"13","2","0.357"
"18","3","0.200"
"12","4","0.189"
"24","5","0.180"
"15","6","0.051"
"16","7","-0.026"
"30","8","-0.141"
"1","9","-0.242"
"9","10","-0.244"
"38","11","-0.244"
"8","12","-0.250"
"39","13","-0.250"
"2","14","-0.268"
"3","15","-0.268"
"4","16","-0.268"
"25","17","-0.268"
"26","18","-0.268"
"27","19","-0.268"
"31","20","-0.268"
"32","21","-0.268"
"33","22","-0.268"
"19","23","-0.410"
"20","24","-0.442"
"28","25","-0.486"
"22","26","-0.515"
"11","27","-0.519"
"10","28","-0.565"
"14","29","-0.600"
"7","30","-0.613"
"37","31","-0.631"
"23","32","-0.632"
"21","33","-0.677"
"29","34","-0.677"
"36","35","-0.745"
"34","36","-0.791"
"17","37","-0.805"
"35","38","-0.821"
"6","39","-0.876"
