"Atom number","Rang","Delta P"
"1","1","0.374"
"14","2","-0.029"
"18","3","-0.029"
"24","4","-0.029"
"13","5","-0.059"
"17","6","-0.059"
"15","7","-0.081"
"16","8","-0.081"
"25","9","-0.093"
"2","10","-0.195"
"9","11","-0.196"
"27","12","-0.197"
"28","13","-0.197"
"23","14","-0.199"
"12","15","-0.249"
"19","16","-0.249"
"3","17","-0.256"
"26","18","-0.275"
"30","19","-0.304"
"31","20","-0.314"
"21","21","-0.319"
"7","22","-0.333"
"20","23","-0.336"
"8","24","-0.384"
"11","25","-0.423"
"22","26","-0.441"
"4","27","-0.456"
"10","28","-0.632"
"5","29","-0.818"
"29","30","-0.818"
"6","31","-0.867"
